,seasonal_period,hidden_nodes,epochs,batch_size,future_steps,MSE,MAE,RMSE,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,12,3,50,20,28,146.145,10.593,12.089,58.20867185727953,65.18870102494358,65.6854630889833,59.219437020224326,74.86981552795767,75.96489466801285,66.34659601471424,81.77144735558628,66.84995068591833,77.68839433857201,65.12263824024797,59.27350133583247,63.296862016606326,66.57988164726495,66.46134003860354,63.929042156034704,70.93726839063167,71.45618936181664,67.06601047394275,74.48144033089875,68.00200119272469,72.23256379504203,66.82545626413821,64.15976062127947,65.69052526948451,67.13754937587976,66.77696870176791,66.12626774140595
1,12,4,50,20,28,135.388,10.399,11.636,61.44420079157054,66.12756271781325,72.24667182247042,77.69766424300073,83.55066898750661,75.64264301700591,77.08318844377993,77.17236712698339,72.65406532406806,64.58643825834989,62.2798650170505,57.566466094052785,66.50907947677373,68.86195287161469,70.81576086826324,73.62683944895267,76.27670675848125,75.31081005961894,76.12601099955438,75.24443207538724,72.46204045006633,67.88350135749577,66.87236403124332,61.00857034839987,65.34717803506851,66.39789758740066,70.10631506906151,72.44339810642003
2,12,5,50,20,28,53.423,6.483,7.309,49.168099775362016,57.53785509037971,70.67648824433087,73.59951202893257,85.59112267831563,85.8710350566983,85.29651364686488,74.23659864788651,70.14339848436117,58.54158332874179,56.71366146970391,52.7669949121952,49.53574015956521,54.576787101531025,66.92987465503215,72.24046277136802,80.74274999734759,80.0071692197442,81.36560326857565,75.70995140950679,70.0223998383522,57.18765321545004,60.47250328196883,57.54280334333777,53.70945101905167,58.0899422681719,66.35801914970874,70.11326844677924
3,12,6,50,20,28,140.579,10.484,11.857,53.74733002836108,61.424810323724145,77.89874255909919,82.66577477183341,66.36652953718304,79.23316827700137,80.51371765974163,70.43398967112302,65.83232328729032,58.86462867496609,52.5167416708827,61.895792483538386,59.28178196942806,56.78443136072456,65.58940318217277,67.37342875882983,59.07994413637518,66.8898481115341,68.52913633977174,66.51713415407538,69.48610491683482,63.40312223611473,61.518405598017566,64.63005351945758,63.97653854877948,63.42125570340156,64.57225807681083,64.65716827473044
4,12,7,50,20,28,55.59,6.387,7.456,55.27686615789234,59.009331845122574,69.10782749768495,70.3928998038888,81.0533088848412,87.31605783591866,84.43457962872385,80.23653194722532,71.6626298676133,66.3530557064116,60.27362566624581,56.87684368736147,58.91523149205446,57.191777392512556,65.07769002688526,66.14633417934179,77.90366802654862,84.32206478709577,83.49583945856689,78.90107328626513,72.20647438765764,66.65749288725256,64.39459566841721,58.650980353271954,61.17836416114568,59.62877108764052,67.29732515999675,67.03942738053799
5,12,8,50,20,28,33.266,5.017,5.768,53.722871683636306,60.05384614393711,66.63237566156982,69.45795342091917,83.14417171591519,82.02969451284407,86.50105437039136,79.7475473367989,69.66069128156303,59.45645188102126,57.18002766522765,48.692015560406446,49.098674229350685,56.02471123551726,62.27701682847142,64.67685875177384,81.43793586573004,80.55998363502025,89.67396303058266,81.43604466851353,72.10078760344982,61.00135493733286,58.15996783257722,47.38158108430206,47.19939955002963,57.12146890804171,64.32795185325145,67.04213885606526
6,12,9,50,20,28,40.733,5.418,6.382,54.3573227787584,59.341730642640584,65.55850603246688,76.51235069117546,83.02255406358837,82.91681031560897,83.38877794867157,78.84615641287564,72.84484079267978,63.782307278025144,52.63238192477822,53.1352751894325,52.40059633821249,57.07848784359097,63.30803451100587,71.66364002516269,79.53671682300566,83.77245173578261,84.01244770062564,82.52113236303329,72.9038096890211,67.39330911511182,56.88478823470473,51.56151618523001,54.095044485265014,58.482356196635955,66.38937960475683,74.00914990313052
7,12,10,50,20,28,40.051,5.515,6.329,53.54450482326746,57.75297687496543,68.71305337028502,75.63794920222759,86.4944313825488,87.8361788438916,87.11764542433022,78.48862140175103,71.97867626510262,62.39915854749679,55.14557985473573,48.46727259480059,52.5846861588329,53.05516513866484,60.93295663800239,71.38113009879588,77.35138147555588,89.15868774077892,87.86862161059975,78.64600470746159,76.18329756584167,66.65988156807423,58.74181668222844,50.90367956308126,53.927912779444455,56.920800731098645,68.52063734505175,74.912470000118
